"","Year","Species","Landings","Resolution","Latin.name","Group_wide","Group_high"
"12497",2017,"Thickback sole nei",0,"nei","Microchirus spp","Flatfishes","Demersal fishes"
"12498",2018,"Thickback sole nei",0,"nei","Microchirus spp","Flatfishes","Demersal fishes"
"12499",2019,"Thickback sole nei",0,"nei","Microchirus spp","Flatfishes","Demersal fishes"
"12500",2020,"Thickback sole nei",0,"nei","Microchirus spp","Flatfishes","Demersal fishes"
"12501",2021,"Thickback sole nei",0,"nei","Microchirus spp","Flatfishes","Demersal fishes"
"12502",2022,"Thickback sole nei",0,"nei","Microchirus spp","Flatfishes","Demersal fishes"
"12503",2023,"Thickback sole nei",0,"nei","Microchirus spp","Flatfishes","Demersal fishes"
"12504",2006,"Thicklip grey mullet",0,"species","Chelon labrosus","Other","Other"
"12505",2007,"Thicklip grey mullet",0,"species","Chelon labrosus","Other","Other"
"12506",2008,"Thicklip grey mullet",0,"species","Chelon labrosus","Other","Other"
"12507",2009,"Thicklip grey mullet",0,"species","Chelon labrosus","Other","Other"
"12508",2010,"Thicklip grey mullet",0,"species","Chelon labrosus","Other","Other"
"12509",2011,"Thicklip grey mullet",0,"species","Chelon labrosus","Other","Other"
"12510",2012,"Thicklip grey mullet",0.64,"species","Chelon labrosus","Other","Other"
"12511",2013,"Thicklip grey mullet",0,"species","Chelon labrosus","Other","Other"
"12512",2014,"Thicklip grey mullet",0.01,"species","Chelon labrosus","Other","Other"
"12513",2015,"Thicklip grey mullet",0,"species","Chelon labrosus","Other","Other"
"12514",2016,"Thicklip grey mullet",0,"species","Chelon labrosus","Other","Other"
"12515",2017,"Thicklip grey mullet",0,"species","Chelon labrosus","Other","Other"
"12516",2018,"Thicklip grey mullet",0,"species","Chelon labrosus","Other","Other"
"12517",2019,"Thicklip grey mullet",0,"species","Chelon labrosus","Other","Other"
"12518",2020,"Thicklip grey mullet",0.025,"species","Chelon labrosus","Other","Other"
"12519",2021,"Thicklip grey mullet",0,"species","Chelon labrosus","Other","Other"
"12520",2022,"Thicklip grey mullet",0,"species","Chelon labrosus","Other","Other"
"12521",2023,"Thicklip grey mullet",0,"species","Chelon labrosus","Other","Other"
"12522",1950,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12523",1951,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12524",1952,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12525",1953,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12526",1954,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12527",1955,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12528",1956,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12529",1957,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12530",1958,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12531",1959,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12532",1960,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12533",1961,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12534",1962,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12535",1963,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12536",1964,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12537",1965,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12538",1966,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12539",1967,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12540",1968,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12541",1969,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12542",1970,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12543",1971,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12544",1972,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12545",1973,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12546",1974,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12547",1975,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12548",1976,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12549",1977,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12550",1978,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12551",1979,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12552",1980,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12553",1981,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12554",1982,"Thornback ray",129,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12555",1983,"Thornback ray",93,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12556",1984,"Thornback ray",96,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12557",1985,"Thornback ray",863,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12558",1986,"Thornback ray",1101,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12559",1987,"Thornback ray",815,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12560",1988,"Thornback ray",485,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12561",1989,"Thornback ray",289,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12562",1990,"Thornback ray",329,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12563",1991,"Thornback ray",328,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12564",1992,"Thornback ray",219,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12565",1993,"Thornback ray",136,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12566",1994,"Thornback ray",105,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12567",1995,"Thornback ray",111,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12568",1996,"Thornback ray",115,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12569",1997,"Thornback ray",58,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12570",1998,"Thornback ray",112,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12571",1999,"Thornback ray",0,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12572",2000,"Thornback ray",37,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12573",2001,"Thornback ray",69,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12574",2002,"Thornback ray",108,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12575",2003,"Thornback ray",120.25,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12576",2004,"Thornback ray",93,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12577",2005,"Thornback ray",83,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12578",2006,"Thornback ray",66,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12579",2007,"Thornback ray",27,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12580",2008,"Thornback ray",247,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12581",2009,"Thornback ray",237,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12582",2010,"Thornback ray",263,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12583",2011,"Thornback ray",312.68,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12584",2012,"Thornback ray",433.15,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12585",2013,"Thornback ray",426.7,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12586",2014,"Thornback ray",276.34,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12587",2015,"Thornback ray",383.096,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12588",2016,"Thornback ray",211.853,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12589",2017,"Thornback ray",213.62,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12590",2018,"Thornback ray",255.1643,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12591",2019,"Thornback ray",294.4411,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12592",2020,"Thornback ray",332.3114,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12593",2021,"Thornback ray",376.7828,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12594",2022,"Thornback ray",374.5246,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12595",2023,"Thornback ray",339.5836,"species","Raja clavata","Skates and rays","Elasmobranchs"
"12596",2006,"Thresher",0.3,"species","Alopias vulpinus","Sharks","Elasmobranchs"
"12597",2007,"Thresher",0,"species","Alopias vulpinus","Sharks","Elasmobranchs"
"12598",2008,"Thresher",0,"species","Alopias vulpinus","Sharks","Elasmobranchs"
"12599",2009,"Thresher",0,"species","Alopias vulpinus","Sharks","Elasmobranchs"
"12600",2010,"Thresher",0,"species","Alopias vulpinus","Sharks","Elasmobranchs"
"12601",2011,"Thresher",0,"species","Alopias vulpinus","Sharks","Elasmobranchs"
"12602",2012,"Thresher",0,"species","Alopias vulpinus","Sharks","Elasmobranchs"
"12603",2013,"Thresher",0,"species","Alopias vulpinus","Sharks","Elasmobranchs"
"12604",2014,"Thresher",0.08,"species","Alopias vulpinus","Sharks","Elasmobranchs"
"12605",2015,"Thresher",0,"species","Alopias vulpinus","Sharks","Elasmobranchs"
"12606",2016,"Thresher",0,"species","Alopias vulpinus","Sharks","Elasmobranchs"
"12607",2017,"Thresher",0.03,"species","Alopias vulpinus","Sharks","Elasmobranchs"
"12608",2018,"Thresher",0,"species","Alopias vulpinus","Sharks","Elasmobranchs"
"12609",2019,"Thresher",0,"species","Alopias vulpinus","Sharks","Elasmobranchs"
"12610",2020,"Thresher",0,"species","Alopias vulpinus","Sharks","Elasmobranchs"
"12611",2021,"Thresher",0,"species","Alopias vulpinus","Sharks","Elasmobranchs"
"12612",2022,"Thresher",0,"species","Alopias vulpinus","Sharks","Elasmobranchs"
"12613",2023,"Thresher",0,"species","Alopias vulpinus","Sharks","Elasmobranchs"
"12614",2006,"Thresher sharks nei",0,"nei","Alopias spp","Sharks","Elasmobranchs"
"12615",2007,"Thresher sharks nei",0,"nei","Alopias spp","Sharks","Elasmobranchs"
"12616",2008,"Thresher sharks nei",0,"nei","Alopias spp","Sharks","Elasmobranchs"
"12617",2009,"Thresher sharks nei",0.1,"nei","Alopias spp","Sharks","Elasmobranchs"
"12618",2010,"Thresher sharks nei",0,"nei","Alopias spp","Sharks","Elasmobranchs"
"12619",2011,"Thresher sharks nei",0,"nei","Alopias spp","Sharks","Elasmobranchs"
"12620",2012,"Thresher sharks nei",0,"nei","Alopias spp","Sharks","Elasmobranchs"
"12621",2013,"Thresher sharks nei",0,"nei","Alopias spp","Sharks","Elasmobranchs"
"12622",2014,"Thresher sharks nei",0,"nei","Alopias spp","Sharks","Elasmobranchs"
"12623",2015,"Thresher sharks nei",0,"nei","Alopias spp","Sharks","Elasmobranchs"
"12624",2016,"Thresher sharks nei",0,"nei","Alopias spp","Sharks","Elasmobranchs"
"12625",2017,"Thresher sharks nei",0,"nei","Alopias spp","Sharks","Elasmobranchs"
"12626",2018,"Thresher sharks nei",0,"nei","Alopias spp","Sharks","Elasmobranchs"
"12627",2019,"Thresher sharks nei",0,"nei","Alopias spp","Sharks","Elasmobranchs"
"12628",2020,"Thresher sharks nei",0,"nei","Alopias spp","Sharks","Elasmobranchs"
"12629",2021,"Thresher sharks nei",0,"nei","Alopias spp","Sharks","Elasmobranchs"
"12630",2022,"Thresher sharks nei",0,"nei","Alopias spp","Sharks","Elasmobranchs"
"12631",2023,"Thresher sharks nei",0,"nei","Alopias spp","Sharks","Elasmobranchs"
"12632",1950,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12633",1951,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12634",1952,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12635",1953,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12636",1954,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12637",1955,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12638",1956,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12639",1957,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12640",1958,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12641",1959,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12642",1960,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12643",1961,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12644",1962,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12645",1963,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12646",1964,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12647",1965,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12648",1966,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12649",1967,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12650",1968,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12651",1969,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12652",1970,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12653",1971,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12654",1972,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12655",1973,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12656",1974,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12657",1975,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12658",1976,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12659",1977,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12660",1978,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12661",1979,"Tope shark",2,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12662",1980,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12663",1981,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12664",1982,"Tope shark",8,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12665",1983,"Tope shark",4,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12666",1984,"Tope shark",7,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12667",1985,"Tope shark",8,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12668",1986,"Tope shark",9,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12669",1987,"Tope shark",15,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12670",1988,"Tope shark",12,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12671",1989,"Tope shark",24,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12672",1990,"Tope shark",9,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12673",1991,"Tope shark",34,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12674",1992,"Tope shark",51,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12675",1993,"Tope shark",32,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12676",1994,"Tope shark",17,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12677",1995,"Tope shark",21,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12678",1996,"Tope shark",16,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12679",1997,"Tope shark",13,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12680",1998,"Tope shark",26,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12681",1999,"Tope shark",31,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12682",2000,"Tope shark",52,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12683",2001,"Tope shark",32,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12684",2002,"Tope shark",18,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12685",2003,"Tope shark",7,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12686",2004,"Tope shark",6,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12687",2005,"Tope shark",7,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12688",2006,"Tope shark",9,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12689",2007,"Tope shark",7,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12690",2008,"Tope shark",5,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12691",2009,"Tope shark",1,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12692",2010,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12693",2011,"Tope shark",0.81,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12694",2012,"Tope shark",0.1,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12695",2013,"Tope shark",0.1,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12696",2014,"Tope shark",0.43,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12697",2015,"Tope shark",0.07,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12698",2016,"Tope shark",0.25,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12699",2017,"Tope shark",0.24,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12700",2018,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12701",2019,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12702",2020,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12703",2021,"Tope shark",0.0277,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12704",2022,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12705",2023,"Tope shark",0,"species","Galeorhinus galeus","Sharks","Elasmobranchs"
"12706",2006,"Triggerfishes, durgons nei",0,"nei","Balistidae","Other","Other"
"12707",2007,"Triggerfishes, durgons nei",0.25,"nei","Balistidae","Other","Other"
"12708",2008,"Triggerfishes, durgons nei",0.25,"nei","Balistidae","Other","Other"
"12709",2009,"Triggerfishes, durgons nei",0.25,"nei","Balistidae","Other","Other"
"12710",2010,"Triggerfishes, durgons nei",0,"nei","Balistidae","Other","Other"
"12711",2011,"Triggerfishes, durgons nei",0,"nei","Balistidae","Other","Other"
"12712",2012,"Triggerfishes, durgons nei",0,"nei","Balistidae","Other","Other"
"12713",2013,"Triggerfishes, durgons nei",0,"nei","Balistidae","Other","Other"
"12714",2014,"Triggerfishes, durgons nei",0,"nei","Balistidae","Other","Other"
"12715",2015,"Triggerfishes, durgons nei",0,"nei","Balistidae","Other","Other"
"12716",2016,"Triggerfishes, durgons nei",0,"nei","Balistidae","Other","Other"
"12717",2017,"Triggerfishes, durgons nei",0,"nei","Balistidae","Other","Other"
"12718",2018,"Triggerfishes, durgons nei",0,"nei","Balistidae","Other","Other"
"12719",2019,"Triggerfishes, durgons nei",0,"nei","Balistidae","Other","Other"
"12720",2020,"Triggerfishes, durgons nei",0,"nei","Balistidae","Other","Other"
"12721",2021,"Triggerfishes, durgons nei",0,"nei","Balistidae","Other","Other"
"12722",2022,"Triggerfishes, durgons nei",0,"nei","Balistidae","Other","Other"
"12723",2023,"Triggerfishes, durgons nei",0,"nei","Balistidae","Other","Other"
"12724",1950,"Trouts nei",0,"nei",NA,"Other","Other"
"12725",1951,"Trouts nei",0,"nei",NA,"Other","Other"
"12726",1952,"Trouts nei",0,"nei",NA,"Other","Other"
"12727",1953,"Trouts nei",0,"nei",NA,"Other","Other"
"12728",1954,"Trouts nei",0,"nei",NA,"Other","Other"
"12729",1955,"Trouts nei",0,"nei",NA,"Other","Other"
"12730",1956,"Trouts nei",0,"nei",NA,"Other","Other"
"12731",1957,"Trouts nei",0,"nei",NA,"Other","Other"
"12732",1958,"Trouts nei",0,"nei",NA,"Other","Other"
"12733",1959,"Trouts nei",0,"nei",NA,"Other","Other"
"12734",1960,"Trouts nei",0,"nei",NA,"Other","Other"
"12735",1961,"Trouts nei",0,"nei",NA,"Other","Other"
"12736",1962,"Trouts nei",0,"nei",NA,"Other","Other"
"12737",1963,"Trouts nei",0,"nei",NA,"Other","Other"
"12738",1964,"Trouts nei",0,"nei",NA,"Other","Other"
"12739",1965,"Trouts nei",0,"nei",NA,"Other","Other"
"12740",1966,"Trouts nei",0,"nei",NA,"Other","Other"
"12741",1967,"Trouts nei",0,"nei",NA,"Other","Other"
"12742",1968,"Trouts nei",0,"nei",NA,"Other","Other"
"12743",1969,"Trouts nei",0,"nei",NA,"Other","Other"
"12744",1970,"Trouts nei",0,"nei",NA,"Other","Other"
"12745",1971,"Trouts nei",0,"nei",NA,"Other","Other"
"12746",1972,"Trouts nei",0,"nei",NA,"Other","Other"
"12747",1973,"Trouts nei",0,"nei",NA,"Other","Other"
"12748",1974,"Trouts nei",27,"nei",NA,"Other","Other"
"12749",1975,"Trouts nei",34,"nei",NA,"Other","Other"
"12750",1976,"Trouts nei",18,"nei",NA,"Other","Other"
"12751",1977,"Trouts nei",0,"nei",NA,"Other","Other"
"12752",1978,"Trouts nei",0,"nei",NA,"Other","Other"
"12753",1979,"Trouts nei",0,"nei",NA,"Other","Other"
"12754",1980,"Trouts nei",0,"nei",NA,"Other","Other"
"12755",1981,"Trouts nei",0,"nei",NA,"Other","Other"
"12756",1982,"Trouts nei",0,"nei",NA,"Other","Other"
"12757",1983,"Trouts nei",0,"nei",NA,"Other","Other"
"12758",1984,"Trouts nei",0,"nei",NA,"Other","Other"
"12759",1985,"Trouts nei",0,"nei",NA,"Other","Other"
"12760",1986,"Trouts nei",0,"nei",NA,"Other","Other"
"12761",1987,"Trouts nei",0,"nei",NA,"Other","Other"
"12762",1988,"Trouts nei",0,"nei",NA,"Other","Other"
"12763",1989,"Trouts nei",0,"nei",NA,"Other","Other"
"12764",1990,"Trouts nei",0,"nei",NA,"Other","Other"
"12765",1991,"Trouts nei",0,"nei",NA,"Other","Other"
"12766",1992,"Trouts nei",0,"nei",NA,"Other","Other"
"12767",1993,"Trouts nei",0,"nei",NA,"Other","Other"
"12768",1994,"Trouts nei",0,"nei",NA,"Other","Other"
"12769",1995,"Trouts nei",0,"nei",NA,"Other","Other"
"12770",1996,"Trouts nei",0,"nei",NA,"Other","Other"
"12771",1997,"Trouts nei",0,"nei",NA,"Other","Other"
"12772",1998,"Trouts nei",0,"nei",NA,"Other","Other"
"12773",1999,"Trouts nei",0,"nei",NA,"Other","Other"
"12774",2000,"Trouts nei",0,"nei",NA,"Other","Other"
"12775",2001,"Trouts nei",0,"nei",NA,"Other","Other"
"12776",2002,"Trouts nei",0,"nei",NA,"Other","Other"
"12777",2003,"Trouts nei",0,"nei",NA,"Other","Other"
"12778",2004,"Trouts nei",0,"nei",NA,"Other","Other"
"12779",2005,"Trouts nei",0,"nei",NA,"Other","Other"
"12780",2006,"Trouts nei",0,"nei",NA,"Other","Other"
"12781",1950,"Tub gurnard",0,"species","Chelidonichthys lucerna","Other","Other"
"12782",1951,"Tub gurnard",0,"species","Chelidonichthys lucerna","Other","Other"
"12783",1952,"Tub gurnard",0,"species","Chelidonichthys lucerna","Other","Other"
"12784",1953,"Tub gurnard",0,"species","Chelidonichthys lucerna","Other","Other"
"12785",1954,"Tub gurnard",0,"species","Chelidonichthys lucerna","Other","Other"
"12786",1955,"Tub gurnard",0,"species","Chelidonichthys lucerna","Other","Other"
"12787",1956,"Tub gurnard",0,"species","Chelidonichthys lucerna","Other","Other"
"12788",1957,"Tub gurnard",0,"species","Chelidonichthys lucerna","Other","Other"
"12789",1958,"Tub gurnard",0,"species","Chelidonichthys lucerna","Other","Other"
"12790",1959,"Tub gurnard",0,"species","Chelidonichthys lucerna","Other","Other"
"12791",1960,"Tub gurnard",0,"species","Chelidonichthys lucerna","Other","Other"
"12792",1961,"Tub gurnard",0,"species","Chelidonichthys lucerna","Other","Other"
"12793",1962,"Tub gurnard",19,"species","Chelidonichthys lucerna","Other","Other"
"12794",1963,"Tub gurnard",10,"species","Chelidonichthys lucerna","Other","Other"
"12795",1964,"Tub gurnard",150,"species","Chelidonichthys lucerna","Other","Other"
"12796",1965,"Tub gurnard",156,"species","Chelidonichthys lucerna","Other","Other"
"12797",1966,"Tub gurnard",35,"species","Chelidonichthys lucerna","Other","Other"
"12798",1967,"Tub gurnard",31,"species","Chelidonichthys lucerna","Other","Other"
"12799",1968,"Tub gurnard",43,"species","Chelidonichthys lucerna","Other","Other"
"12800",1969,"Tub gurnard",50,"species","Chelidonichthys lucerna","Other","Other"
"12801",1970,"Tub gurnard",80,"species","Chelidonichthys lucerna","Other","Other"
"12802",1971,"Tub gurnard",78,"species","Chelidonichthys lucerna","Other","Other"
"12803",1972,"Tub gurnard",48,"species","Chelidonichthys lucerna","Other","Other"
"12804",1973,"Tub gurnard",69,"species","Chelidonichthys lucerna","Other","Other"
"12805",1974,"Tub gurnard",79,"species","Chelidonichthys lucerna","Other","Other"
"12806",1975,"Tub gurnard",70,"species","Chelidonichthys lucerna","Other","Other"
"12807",1976,"Tub gurnard",64,"species","Chelidonichthys lucerna","Other","Other"
"12808",1977,"Tub gurnard",63,"species","Chelidonichthys lucerna","Other","Other"
"12809",1978,"Tub gurnard",29,"species","Chelidonichthys lucerna","Other","Other"
"12810",1979,"Tub gurnard",34,"species","Chelidonichthys lucerna","Other","Other"
"12811",1980,"Tub gurnard",33,"species","Chelidonichthys lucerna","Other","Other"
"12812",1981,"Tub gurnard",25,"species","Chelidonichthys lucerna","Other","Other"
"12813",1982,"Tub gurnard",22,"species","Chelidonichthys lucerna","Other","Other"
"12814",1983,"Tub gurnard",67,"species","Chelidonichthys lucerna","Other","Other"
"12815",1984,"Tub gurnard",35,"species","Chelidonichthys lucerna","Other","Other"
"12816",1985,"Tub gurnard",11,"species","Chelidonichthys lucerna","Other","Other"
"12817",1986,"Tub gurnard",41,"species","Chelidonichthys lucerna","Other","Other"
"12818",1987,"Tub gurnard",11,"species","Chelidonichthys lucerna","Other","Other"
"12819",1988,"Tub gurnard",5,"species","Chelidonichthys lucerna","Other","Other"
"12820",1989,"Tub gurnard",5,"species","Chelidonichthys lucerna","Other","Other"
"12821",1990,"Tub gurnard",13,"species","Chelidonichthys lucerna","Other","Other"
"12822",1991,"Tub gurnard",10,"species","Chelidonichthys lucerna","Other","Other"
"12823",1992,"Tub gurnard",16,"species","Chelidonichthys lucerna","Other","Other"
"12824",1993,"Tub gurnard",10,"species","Chelidonichthys lucerna","Other","Other"
"12825",1994,"Tub gurnard",30,"species","Chelidonichthys lucerna","Other","Other"
"12826",1995,"Tub gurnard",36,"species","Chelidonichthys lucerna","Other","Other"
"12827",1996,"Tub gurnard",60,"species","Chelidonichthys lucerna","Other","Other"
"12828",1997,"Tub gurnard",84,"species","Chelidonichthys lucerna","Other","Other"
"12829",1998,"Tub gurnard",43,"species","Chelidonichthys lucerna","Other","Other"
"12830",1999,"Tub gurnard",31,"species","Chelidonichthys lucerna","Other","Other"
"12831",2000,"Tub gurnard",93,"species","Chelidonichthys lucerna","Other","Other"
